image_path,source_folder,original_class,clean_class
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\add\Dysplastic granulocyte\Dysplastic granulocyte_018.jpeg,add,Dysplastic granulocyte,Dysplastic granulocyte
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\add\Dysplastic granulocyte\Dysplastic granulocyte_019.jpeg,add,Dysplastic granulocyte,Dysplastic granulocyte
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\add\Dysplastic granulocyte\Dysplastic granulocyte_020.jpeg,add,Dysplastic granulocyte,Dysplastic granulocyte
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\add\Dysplastic granulocyte\Dysplastic granulocyte_021.jpeg,add,Dysplastic granulocyte,Dysplastic granulocyte
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\add\Early erythroblast\Early erythroblast_000.jpeg,add,Early erythroblast,Early erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\add\Early erythroblast\Early erythroblast_001.jpeg,add,Early erythroblast,Early erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\add\Early erythroblast\Early erythroblast_002.jpeg,add,Early erythroblast,Early erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\add\Early erythroblast\Early erythroblast_003.jpeg,add,Early erythroblast,Early erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\add\Early erythroblast\Early erythroblast_004.jpeg,add,Early erythroblast,Early erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\add\Early erythroblast\Early erythroblast_005.jpeg,add,Early erythroblast,Early erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\add\Early erythroblast\Early erythroblast_006.jpeg,add,Early erythroblast,Early erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\add\Early erythroblast\Early erythroblast_007.jpeg,add,Early erythroblast,Early erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\add\Early erythroblast\Early erythroblast_008.jpeg,add,Early erythroblast,Early erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\add\Early erythroblast\Early erythroblast_009.jpeg,add,Early erythroblast,Early erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\add\Early erythroblast\Early erythroblast_010.jpeg,add,Early erythroblast,Early erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\add\Early erythroblast\Early erythroblast_011.jpeg,add,Early erythroblast,Early erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\add\Early erythroblast\Early erythroblast_012.jpeg,add,Early erythroblast,Early erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\add\Early erythroblast\Early erythroblast_013.jpeg,add,Early erythroblast,Early erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\add\Early erythroblast\Early erythroblast_014.jpeg,add,Early erythroblast,Early erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\add\Early erythroblast\Early erythroblast_015.jpeg,add,Early erythroblast,Early erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\add\Early erythroblast\Early erythroblast_016.jpeg,add,Early erythroblast,Early erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\add\Early erythroblast\Early erythroblast_017.jpeg,add,Early erythroblast,Early erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\add\Early erythroblast\Early erythroblast_018.jpeg,add,Early erythroblast,Early erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\add\Early erythroblast\Early erythroblast_019.jpeg,add,Early erythroblast,Early erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\add\Early erythroblast\Early erythroblast_020.jpeg,add,Early erythroblast,Early erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\add\Early erythroblast\Early erythroblast_021.jpeg,add,Early erythroblast,Early erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\add\Early erythroblast\Early erythroblast_022.jpeg,add,Early erythroblast,Early erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\add\Early erythroblast\Early erythroblast_023.jpeg,add,Early erythroblast,Early erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\add\Early erythroblast\Early erythroblast_024.jpeg,add,Early erythroblast,Early erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\add\Early erythroblast\Early erythroblast_025.jpeg,add,Early erythroblast,Early erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\add\Early erythroblast\Early erythroblast_026.jpeg,add,Early erythroblast,Early erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\add\Early erythroblast\Early erythroblast_027.jpeg,add,Early erythroblast,Early erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\add\Early erythroblast\Early erythroblast_028.jpeg,add,Early erythroblast,Early erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\add\Early erythroblast\Early erythroblast_029.jpeg,add,Early erythroblast,Early erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\add\Early erythroblast\Early erythroblast_030.jpeg,add,Early erythroblast,Early erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\add\Early erythroblast\Early erythroblast_031.jpeg,add,Early erythroblast,Early erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\add\Early erythroblast\Early erythroblast_032.jpeg,add,Early erythroblast,Early erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\add\Early erythroblast\Early erythroblast_033.jpeg,add,Early erythroblast,Early erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\add\Early erythroblast\Early erythroblast_034.jpeg,add,Early erythroblast,Early erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\add\Early erythroblast\Early erythroblast_035.jpeg,add,Early erythroblast,Early erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\add\Early erythroblast\Early erythroblast_036.jpeg,add,Early erythroblast,Early erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\add\Early erythroblast\Early erythroblast_037.jpeg,add,Early erythroblast,Early erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\add\Early erythroblast\Early erythroblast_038.jpeg,add,Early erythroblast,Early erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\add\Early erythroblast\Early erythroblast_039.jpeg,add,Early erythroblast,Early erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\add\Early erythroblast\Early erythroblast_040.jpeg,add,Early erythroblast,Early erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\add\Early erythroblast\Early erythroblast_041.jpeg,add,Early erythroblast,Early erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\add\Early erythroblast\Early erythroblast_042.jpeg,add,Early erythroblast,Early erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\add\Early erythroblast\Early erythroblast_043.jpeg,add,Early erythroblast,Early erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\add\Early erythroblast\Early erythroblast_044.jpeg,add,Early erythroblast,Early erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\add\Early erythroblast\Early erythroblast_045.jpeg,add,Early erythroblast,Early erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\add\Eosinophilic metamyelocyte\Eosinophilic metamyelocyte_000.jpeg,add,Eosinophilic metamyelocyte,Eosinophilic metamyelocyte
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\add\Eosinophilic metamyelocyte\Eosinophilic metamyelocyte_001.jpeg,add,Eosinophilic metamyelocyte,Eosinophilic metamyelocyte
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\add\Eosinophilic metamyelocyte\Eosinophilic metamyelocyte_002.jpeg,add,Eosinophilic metamyelocyte,Eosinophilic metamyelocyte
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\add\Eosinophilic metamyelocyte\Eosinophilic metamyelocyte_003.jpeg,add,Eosinophilic metamyelocyte,Eosinophilic metamyelocyte
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\add\Eosinophilic metamyelocyte\Eosinophilic metamyelocyte_004.jpeg,add,Eosinophilic metamyelocyte,Eosinophilic metamyelocyte
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\add\Eosinophilic metamyelocyte\Eosinophilic metamyelocyte_005.jpeg,add,Eosinophilic metamyelocyte,Eosinophilic metamyelocyte
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\add\Eosinophilic metamyelocyte\Eosinophilic metamyelocyte_006.jpeg,add,Eosinophilic metamyelocyte,Eosinophilic metamyelocyte
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\add\Eosinophilic metamyelocyte\Eosinophilic metamyelocyte_007.jpeg,add,Eosinophilic metamyelocyte,Eosinophilic metamyelocyte
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\add\Intermediate erythroblast\Intermediate erythroblast_000.jpeg,add,Intermediate erythroblast,Intermediate erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\add\Intermediate erythroblast\Intermediate erythroblast_001.jpeg,add,Intermediate erythroblast,Intermediate erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\add\Intermediate erythroblast\Intermediate erythroblast_002.jpeg,add,Intermediate erythroblast,Intermediate erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\add\Intermediate erythroblast\Intermediate erythroblast_003.jpeg,add,Intermediate erythroblast,Intermediate erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\add\Intermediate erythroblast\Intermediate erythroblast_004.jpeg,add,Intermediate erythroblast,Intermediate erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\add\Intermediate erythroblast\Intermediate erythroblast_005.jpeg,add,Intermediate erythroblast,Intermediate erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\add\Intermediate erythroblast\Intermediate erythroblast_006.jpeg,add,Intermediate erythroblast,Intermediate erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\add\Intermediate erythroblast\Intermediate erythroblast_007.jpeg,add,Intermediate erythroblast,Intermediate erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\add\Intermediate erythroblast\Intermediate erythroblast_008.jpeg,add,Intermediate erythroblast,Intermediate erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\add\Intermediate erythroblast\Intermediate erythroblast_009.jpeg,add,Intermediate erythroblast,Intermediate erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\add\Intermediate erythroblast\Intermediate erythroblast_010.jpeg,add,Intermediate erythroblast,Intermediate erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\add\Intermediate erythroblast\Intermediate erythroblast_011.jpeg,add,Intermediate erythroblast,Intermediate erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\add\Intermediate erythroblast\Intermediate erythroblast_012.jpeg,add,Intermediate erythroblast,Intermediate erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\add\Intermediate erythroblast\Intermediate erythroblast_013.jpeg,add,Intermediate erythroblast,Intermediate erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\add\Intermediate erythroblast\Intermediate erythroblast_014.jpeg,add,Intermediate erythroblast,Intermediate erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\add\Intermediate erythroblast\Intermediate erythroblast_015.jpeg,add,Intermediate erythroblast,Intermediate erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\add\Intermediate erythroblast\Intermediate erythroblast_016.jpeg,add,Intermediate erythroblast,Intermediate erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\add\Intermediate erythroblast\Intermediate erythroblast_017.jpeg,add,Intermediate erythroblast,Intermediate erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\add\Intermediate erythroblast\Intermediate erythroblast_018.jpeg,add,Intermediate erythroblast,Intermediate erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\add\Intermediate erythroblast\Intermediate erythroblast_019.jpeg,add,Intermediate erythroblast,Intermediate erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\add\Intermediate erythroblast\Intermediate erythroblast_020.jpeg,add,Intermediate erythroblast,Intermediate erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\add\Intermediate erythroblast\Intermediate erythroblast_021.jpeg,add,Intermediate erythroblast,Intermediate erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\add\Intermediate erythroblast\Intermediate erythroblast_022.jpeg,add,Intermediate erythroblast,Intermediate erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\add\Intermediate erythroblast\Intermediate erythroblast_023.jpeg,add,Intermediate erythroblast,Intermediate erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\add\Intermediate erythroblast\Intermediate erythroblast_024.jpeg,add,Intermediate erythroblast,Intermediate erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\add\Intermediate erythroblast\Intermediate erythroblast_025.jpeg,add,Intermediate erythroblast,Intermediate erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\add\Intermediate erythroblast\Intermediate erythroblast_026.jpeg,add,Intermediate erythroblast,Intermediate erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\add\Intermediate erythroblast\Intermediate erythroblast_027.jpeg,add,Intermediate erythroblast,Intermediate erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\add\Intermediate erythroblast\Intermediate erythroblast_028.jpeg,add,Intermediate erythroblast,Intermediate erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\add\Intermediate erythroblast\Intermediate erythroblast_029.jpeg,add,Intermediate erythroblast,Intermediate erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\add\Intermediate erythroblast\Intermediate erythroblast_030.jpeg,add,Intermediate erythroblast,Intermediate erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\add\Intermediate erythroblast\Intermediate erythroblast_031.jpeg,add,Intermediate erythroblast,Intermediate erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\add\Intermediate erythroblast\Intermediate erythroblast_032.jpeg,add,Intermediate erythroblast,Intermediate erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\add\Intermediate erythroblast\Intermediate erythroblast_033.jpeg,add,Intermediate erythroblast,Intermediate erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\add\Intermediate erythroblast\Intermediate erythroblast_034.jpeg,add,Intermediate erythroblast,Intermediate erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\add\Intermediate erythroblast\Intermediate erythroblast_035.jpeg,add,Intermediate erythroblast,Intermediate erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\add\Intermediate erythroblast\Intermediate erythroblast_036.jpeg,add,Intermediate erythroblast,Intermediate erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\add\Intermediate erythroblast\Intermediate erythroblast_037.jpeg,add,Intermediate erythroblast,Intermediate erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\add\Intermediate erythroblast\Intermediate erythroblast_038.jpeg,add,Intermediate erythroblast,Intermediate erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\add\Intermediate erythroblast\Intermediate erythroblast_039.jpeg,add,Intermediate erythroblast,Intermediate erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\add\Intermediate erythroblast\Intermediate erythroblast_040.jpeg,add,Intermediate erythroblast,Intermediate erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\add\Intermediate erythroblast\Intermediate erythroblast_041.jpeg,add,Intermediate erythroblast,Intermediate erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\add\Intermediate erythroblast\Intermediate erythroblast_042.jpeg,add,Intermediate erythroblast,Intermediate erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\add\Intermediate erythroblast\Intermediate erythroblast_043.jpeg,add,Intermediate erythroblast,Intermediate erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\add\Intermediate erythroblast\Intermediate erythroblast_044.jpeg,add,Intermediate erythroblast,Intermediate erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\add\Intermediate erythroblast\Intermediate erythroblast_045.jpeg,add,Intermediate erythroblast,Intermediate erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\add\Intermediate erythroblast\Intermediate erythroblast_046.jpeg,add,Intermediate erythroblast,Intermediate erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\add\Intermediate erythroblast\Intermediate erythroblast_047.jpeg,add,Intermediate erythroblast,Intermediate erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\add\Intermediate erythroblast\Intermediate erythroblast_048.jpeg,add,Intermediate erythroblast,Intermediate erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\add\Intermediate erythroblast\Intermediate erythroblast_049.jpeg,add,Intermediate erythroblast,Intermediate erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\add\Intermediate erythroblast\Intermediate erythroblast_050.jpeg,add,Intermediate erythroblast,Intermediate erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\add\Intermediate erythroblast\Intermediate erythroblast_051.jpeg,add,Intermediate erythroblast,Intermediate erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\add\Intermediate erythroblast\Intermediate erythroblast_052.jpeg,add,Intermediate erythroblast,Intermediate erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\add\Intermediate erythroblast\Intermediate erythroblast_053.jpeg,add,Intermediate erythroblast,Intermediate erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\add\Intermediate erythroblast\Intermediate erythroblast_054.jpeg,add,Intermediate erythroblast,Intermediate erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\add\Intermediate erythroblast\Intermediate erythroblast_055.jpeg,add,Intermediate erythroblast,Intermediate erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\add\Intermediate erythroblast\Intermediate erythroblast_056.jpeg,add,Intermediate erythroblast,Intermediate erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\add\Intermediate erythroblast\Intermediate erythroblast_057.jpeg,add,Intermediate erythroblast,Intermediate erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\add\Intermediate erythroblast\Intermediate erythroblast_058.jpeg,add,Intermediate erythroblast,Intermediate erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\add\Intermediate erythroblast\Intermediate erythroblast_059.jpeg,add,Intermediate erythroblast,Intermediate erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\add\Intermediate erythroblast\Intermediate erythroblast_060.jpeg,add,Intermediate erythroblast,Intermediate erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\add\Intermediate erythroblast\Intermediate erythroblast_061.jpeg,add,Intermediate erythroblast,Intermediate erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\add\Intermediate erythroblast\Intermediate erythroblast_062.jpeg,add,Intermediate erythroblast,Intermediate erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\add\Intermediate erythroblast\Intermediate erythroblast_063.jpeg,add,Intermediate erythroblast,Intermediate erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\add\Intermediate erythroblast\Intermediate erythroblast_064.jpeg,add,Intermediate erythroblast,Intermediate erythroblast
