path,classification,diameter
main\Band neutrophil\Band neutrophil_0314.jpeg,Band neutrophil,9.1
main\Band neutrophil\Band neutrophil_0315.jpeg,Band neutrophil,9.5
main\Band neutrophil\Band neutrophil_0316.jpeg,Band neutrophil,9.5
main\Band neutrophil\Band neutrophil_0317.jpeg,Band neutrophil,9.5
main\Band neutrophil\Band neutrophil_0318.jpeg,Band neutrophil,9.5
main\Band neutrophil\Band neutrophil_0319.jpeg,Band neutrophil,9.5
main\Band neutrophil\Band neutrophil_0320.jpeg,Band neutrophil,10
main\Band neutrophil\Band neutrophil_0321.jpeg,Band neutrophil,10
main\Band neutrophil\Band neutrophil_0322.jpeg,Band neutrophil,10.6
main\Band neutrophil\Band neutrophil_0323.jpeg,Band neutrophil,10.6
main\Band neutrophil\Band neutrophil_0324.jpeg,Band neutrophil,10.6
main\Band neutrophil\Band neutrophil_0325.jpeg,Band neutrophil,11
main\Band neutrophil\Band neutrophil_0326.jpeg,Band neutrophil,12
main\Band neutrophil\Band neutrophil_0327.jpeg,Band neutrophil,13
main\Band neutrophil\Band neutrophil_0328.jpeg,Band neutrophil,13.4
main\Band neutrophil\Band neutrophil_0329.jpeg,Band neutrophil,7.6
main\Band neutrophil\Band neutrophil_0330.jpeg,Band neutrophil,8.1
main\Band neutrophil\Band neutrophil_0331.jpeg,Band neutrophil,9.1
main\Band neutrophil\Band neutrophil_0332.jpeg,Band neutrophil,9.1
main\Band neutrophil\Band neutrophil_0333.jpeg,Band neutrophil,9.1
main\Band neutrophil\Band neutrophil_0334.jpeg,Band neutrophil,9.5
main\Band neutrophil\Band neutrophil_0335.jpeg,Band neutrophil,10.6
main\Band neutrophil\Band neutrophil_0336.jpeg,Band neutrophil,11
main\Band neutrophil\Band neutrophil_0337.jpeg,Band neutrophil,11.5
main\Band neutrophil\Band neutrophil_0338.jpeg,Band neutrophil,12
main\Band neutrophil\Band neutrophil_0339.jpeg,Band neutrophil,12.4
main\Band neutrophil\Band neutrophil_0340.jpeg,Band neutrophil,13
main\Band neutrophil\Band neutrophil_0341.jpeg,Band neutrophil,6.2
main\Band neutrophil\Band neutrophil_0342.jpeg,Band neutrophil,8.1
main\Band neutrophil\Band neutrophil_0343.jpeg,Band neutrophil,8.1
main\Band neutrophil\Band neutrophil_0344.jpeg,Band neutrophil,8.1
main\Band neutrophil\Band neutrophil_0345.jpeg,Band neutrophil,8.6
main\Band neutrophil\Band neutrophil_0346.jpeg,Band neutrophil,8.6
main\Band neutrophil\Band neutrophil_0347.jpeg,Band neutrophil,9.5
main\Band neutrophil\Band neutrophil_0348.jpeg,Band neutrophil,10
main\Band neutrophil\Band neutrophil_0349.jpeg,Band neutrophil,12
main\Band neutrophil\Band neutrophil_0350.jpeg,Band neutrophil,12
main\Band neutrophil\Band neutrophil_0351.jpeg,Band neutrophil,12.4
main\Band neutrophil\Band neutrophil_0352.jpeg,Band neutrophil,13.4
main\Band neutrophil\Band neutrophil_0353.jpeg,Band neutrophil,13.9
main\Band neutrophil\Band neutrophil_0354.jpeg,Band neutrophil,8.6
main\Band neutrophil\Band neutrophil_0355.jpeg,Band neutrophil,10
main\Band neutrophil\Band neutrophil_0356.jpeg,Band neutrophil,10
main\Band neutrophil\Band neutrophil_0357.jpeg,Band neutrophil,6.8
main\Band neutrophil\Band neutrophil_0358.jpeg,Band neutrophil,6.8
main\Band neutrophil\Band neutrophil_0359.jpeg,Band neutrophil,6.8
main\Band neutrophil\Band neutrophil_0360.jpeg,Band neutrophil,7.2
main\Band neutrophil\Band neutrophil_0361.jpeg,Band neutrophil,7.6
main\Band neutrophil\Band neutrophil_0362.jpeg,Band neutrophil,8.1
main\Band neutrophil\Band neutrophil_0363.jpeg,Band neutrophil,8.1
main\Band neutrophil\Band neutrophil_0364.jpeg,Band neutrophil,8.6
main\Band neutrophil\Band neutrophil_0365.jpeg,Band neutrophil,8.6
main\Band neutrophil\Band neutrophil_0366.jpeg,Band neutrophil,9.5
main\Band neutrophil\Band neutrophil_0367.jpeg,Band neutrophil,9.5
main\Band neutrophil\Band neutrophil_0368.jpeg,Band neutrophil,9.5
main\Band neutrophil\Band neutrophil_0369.jpeg,Band neutrophil,9.5
main\Band neutrophil\Band neutrophil_0370.jpeg,Band neutrophil,9.5
main\Band neutrophil\Band neutrophil_0371.jpeg,Band neutrophil,13
main\Band neutrophil\Band neutrophil_0372.jpeg,Band neutrophil,9.1
main\Band neutrophil\Band neutrophil_0373.jpeg,Band neutrophil,9.5
main\Band neutrophil\Band neutrophil_0374.jpeg,Band neutrophil,10
main\Band neutrophil\Band neutrophil_0375.jpeg,Band neutrophil,10
main\Band neutrophil\Band neutrophil_0376.jpeg,Band neutrophil,10.6
main\Band neutrophil\Band neutrophil_0377.jpeg,Band neutrophil,10.6
main\Band neutrophil\Band neutrophil_0378.jpeg,Band neutrophil,11
main\Band neutrophil\Band neutrophil_0379.jpeg,Band neutrophil,11.5
main\Band neutrophil\Band neutrophil_0380.jpeg,Band neutrophil,12
main\Band neutrophil\Band neutrophil_0381.jpeg,Band neutrophil,13.9
main\Band neutrophil\Band neutrophil_0382.jpeg,Band neutrophil,6.8
main\Band neutrophil\Band neutrophil_0383.jpeg,Band neutrophil,7.2
main\Band neutrophil\Band neutrophil_0384.jpeg,Band neutrophil,7.6
main\Band neutrophil\Band neutrophil_0385.jpeg,Band neutrophil,8.1
main\Band neutrophil\Band neutrophil_0386.jpeg,Band neutrophil,8.6
main\Band neutrophil\Band neutrophil_0387.jpeg,Band neutrophil,9.1
main\Band neutrophil\Band neutrophil_0388.jpeg,Band neutrophil,9.5
main\Band neutrophil\Band neutrophil_0389.jpeg,Band neutrophil,9.5
main\Band neutrophil\Band neutrophil_0390.jpeg,Band neutrophil,13
main\Band neutrophil\Band neutrophil_0391.jpeg,Band neutrophil,10.6
main\Band neutrophil\Band neutrophil_0392.jpeg,Band neutrophil,11
main\Band neutrophil\Band neutrophil_0393.jpeg,Band neutrophil,11
main\Band neutrophil\Band neutrophil_0394.jpeg,Band neutrophil,11.5
main\Band neutrophil\Band neutrophil_0395.jpeg,Band neutrophil,12
main\Band neutrophil\Band neutrophil_0396.jpeg,Band neutrophil,12
main\Band neutrophil\Band neutrophil_0397.jpeg,Band neutrophil,12
main\Band neutrophil\Band neutrophil_0398.jpeg,Band neutrophil,12.4
main\Band neutrophil\Band neutrophil_0399.jpeg,Band neutrophil,12.4
main\Band neutrophil\Band neutrophil_0400.jpeg,Band neutrophil,13
main\Band neutrophil\Band neutrophil_0401.jpeg,Band neutrophil,13.9
main\Band neutrophil\Band neutrophil_0402.jpeg,Band neutrophil,13.9
main\Band neutrophil\Band neutrophil_0403.jpeg,Band neutrophil,13.9
main\Band neutrophil\Band neutrophil_0404.jpeg,Band neutrophil,13.9
main\Band neutrophil\Band neutrophil_0405.jpeg,Band neutrophil,14.4
main\Band neutrophil\Band neutrophil_0406.jpeg,Band neutrophil,14.8
main\Band neutrophil\Band neutrophil_0407.jpeg,Band neutrophil,14.8
main\Band neutrophil\Band neutrophil_0408.jpeg,Band neutrophil,8.1
main\Band neutrophil\Band neutrophil_0409.jpeg,Band neutrophil,8.6
main\Band neutrophil\Band neutrophil_0410.jpeg,Band neutrophil,8.6
main\Band neutrophil\Band neutrophil_0411.jpeg,Band neutrophil,9.5
main\Band neutrophil\Band neutrophil_0412.jpeg,Band neutrophil,9.5
main\Band neutrophil\Band neutrophil_0413.jpeg,Band neutrophil,11
main\Band neutrophil\Band neutrophil_0414.jpeg,Band neutrophil,12
main\Band neutrophil\Band neutrophil_0415.jpeg,Band neutrophil,12.4
main\Band neutrophil\Band neutrophil_0416.jpeg,Band neutrophil,9.1
main\Band neutrophil\Band neutrophil_0417.jpeg,Band neutrophil,9.5
main\Band neutrophil\Band neutrophil_0418.jpeg,Band neutrophil,9.5
main\Band neutrophil\Band neutrophil_0419.jpeg,Band neutrophil,10
main\Band neutrophil\Band neutrophil_0420.jpeg,Band neutrophil,10
main\Band neutrophil\Band neutrophil_0421.jpeg,Band neutrophil,10
main\Band neutrophil\Band neutrophil_0422.jpeg,Band neutrophil,10.6
main\Band neutrophil\Band neutrophil_0423.jpeg,Band neutrophil,10.6
main\Band neutrophil\Band neutrophil_0424.jpeg,Band neutrophil,11.5
main\Band neutrophil\Band neutrophil_0425.jpeg,Band neutrophil,11.5
main\Band neutrophil\Band neutrophil_0426.jpeg,Band neutrophil,12
main\Band neutrophil\Band neutrophil_0427.jpeg,Band neutrophil,6.8
main\Band neutrophil\Band neutrophil_0428.jpeg,Band neutrophil,7.6
main\Band neutrophil\Band neutrophil_0429.jpeg,Band neutrophil,7.6
main\Band neutrophil\Band neutrophil_0430.jpeg,Band neutrophil,7.6
main\Band neutrophil\Band neutrophil_0431.jpeg,Band neutrophil,7.6
main\Band neutrophil\Band neutrophil_0432.jpeg,Band neutrophil,8.1
main\Band neutrophil\Band neutrophil_0433.jpeg,Band neutrophil,8.1
main\Band neutrophil\Band neutrophil_0434.jpeg,Band neutrophil,8.6
main\Band neutrophil\Band neutrophil_0435.jpeg,Band neutrophil,9.1
main\Band neutrophil\Band neutrophil_0436.jpeg,Band neutrophil,9.5
main\Band neutrophil\Band neutrophil_0437.jpeg,Band neutrophil,9.5
main\Band neutrophil\Band neutrophil_0438.jpeg,Band neutrophil,10.6
main\Band neutrophil\Band neutrophil_0439.jpeg,Band neutrophil,10.6
main\Band neutrophil\Band neutrophil_0440.jpeg,Band neutrophil,11.5
main\Band neutrophil\Band neutrophil_0441.jpeg,Band neutrophil,10
main\Band neutrophil\Band neutrophil_0442.jpeg,Band neutrophil,10
main\Band neutrophil\Band neutrophil_0443.jpeg,Band neutrophil,10.6
main\Band neutrophil\Band neutrophil_0444.jpeg,Band neutrophil,10.6
main\Band neutrophil\Band neutrophil_0445.jpeg,Band neutrophil,10.6
main\Band neutrophil\Band neutrophil_0446.jpeg,Band neutrophil,11
main\Band neutrophil\Band neutrophil_0447.jpeg,Band neutrophil,11.5
main\Band neutrophil\Band neutrophil_0448.jpeg,Band neutrophil,11.5
main\Band neutrophil\Band neutrophil_0449.jpeg,Band neutrophil,12.4
main\Band neutrophil\Band neutrophil_0450.jpeg,Band neutrophil,12.4
main\Band neutrophil\Band neutrophil_0451.jpeg,Band neutrophil,13
main\Band neutrophil\Band neutrophil_0452.jpeg,Band neutrophil,13
main\Band neutrophil\Band neutrophil_0453.jpeg,Band neutrophil,13
main\Band neutrophil\Band neutrophil_0454.jpeg,Band neutrophil,13
main\Band neutrophil\Band neutrophil_0455.jpeg,Band neutrophil,13
main\Band neutrophil\Band neutrophil_0456.jpeg,Band neutrophil,13.4
main\Band neutrophil\Band neutrophil_0457.jpeg,Band neutrophil,13.4
main\Band neutrophil\Band neutrophil_0458.jpeg,Band neutrophil,13.4
main\Band neutrophil\Band neutrophil_0459.jpeg,Band neutrophil,14.8
main\Band neutrophil\Band neutrophil_0460.jpeg,Band neutrophil,15.3
main\Band neutrophil\Band neutrophil_0461.jpeg,Band neutrophil,7.2
main\Band neutrophil\Band neutrophil_0462.jpeg,Band neutrophil,7.2
main\Band neutrophil\Band neutrophil_0463.jpeg,Band neutrophil,7.6
main\Band neutrophil\Band neutrophil_0464.jpeg,Band neutrophil,8.6
main\Band neutrophil\Band neutrophil_0465.jpeg,Band neutrophil,8.6
main\Band neutrophil\Band neutrophil_0466.jpeg,Band neutrophil,8.6
main\Band neutrophil\Band neutrophil_0467.jpeg,Band neutrophil,8.6
main\Band neutrophil\Band neutrophil_0468.jpeg,Band neutrophil,8.6
main\Band neutrophil\Band neutrophil_0469.jpeg,Band neutrophil,9.1
main\Band neutrophil\Band neutrophil_0470.jpeg,Band neutrophil,9.1
main\Band neutrophil\Band neutrophil_0471.jpeg,Band neutrophil,9.5
main\Band neutrophil\Band neutrophil_0472.jpeg,Band neutrophil,9.5
main\Band neutrophil\Band neutrophil_0473.jpeg,Band neutrophil,10
main\Band neutrophil\Band neutrophil_0474.jpeg,Band neutrophil,12
main\Band neutrophil\Band neutrophil_0475.jpeg,Band neutrophil,14.4
main\Band neutrophil\Band neutrophil_0476.jpeg,Band neutrophil,8.1
main\Band neutrophil\Band neutrophil_0477.jpeg,Band neutrophil,9.1
main\Band neutrophil\Band neutrophil_0478.jpeg,Band neutrophil,9.1
main\Band neutrophil\Band neutrophil_0479.jpeg,Band neutrophil,9.1
main\Band neutrophil\Band neutrophil_0480.jpeg,Band neutrophil,10
main\Band neutrophil\Band neutrophil_0481.jpeg,Band neutrophil,10
main\Band neutrophil\Band neutrophil_0482.jpeg,Band neutrophil,10
main\Band neutrophil\Band neutrophil_0483.jpeg,Band neutrophil,10
main\Band neutrophil\Band neutrophil_0484.jpeg,Band neutrophil,10.6
main\Band neutrophil\Band neutrophil_0485.jpeg,Band neutrophil,10.6
main\Band neutrophil\Band neutrophil_0486.jpeg,Band neutrophil,11
main\Band neutrophil\Band neutrophil_0487.jpeg,Band neutrophil,11.5
main\Band neutrophil\Band neutrophil_0488.jpeg,Band neutrophil,12
main\Band neutrophil\Band neutrophil_0489.jpeg,Band neutrophil,12
main\Band neutrophil\Band neutrophil_0490.jpeg,Band neutrophil,12
main\Band neutrophil\Band neutrophil_0491.jpeg,Band neutrophil,12
main\Band neutrophil\Band neutrophil_0492.jpeg,Band neutrophil,12
main\Band neutrophil\Band neutrophil_0493.jpeg,Band neutrophil,13
main\Band neutrophil\Band neutrophil_0494.jpeg,Band neutrophil,13
main\Band neutrophil\Band neutrophil_0495.jpeg,Band neutrophil,13.4
main\Band neutrophil\Band neutrophil_0496.jpeg,Band neutrophil,14.8
main\Band neutrophil\Band neutrophil_0497.jpeg,Band neutrophil,6.8
main\Band neutrophil\Band neutrophil_0498.jpeg,Band neutrophil,6.8
main\Band neutrophil\Band neutrophil_0499.jpeg,Band neutrophil,7.2
main\Band neutrophil\Band neutrophil_0500.jpeg,Band neutrophil,7.2
main\Band neutrophil\Band neutrophil_0501.jpeg,Band neutrophil,7.2
main\Band neutrophil\Band neutrophil_0502.jpeg,Band neutrophil,7.2
main\Band neutrophil\Band neutrophil_0503.jpeg,Band neutrophil,7.2
main\Band neutrophil\Band neutrophil_0504.jpeg,Band neutrophil,7.2
main\Band neutrophil\Band neutrophil_0505.jpeg,Band neutrophil,7.2
main\Band neutrophil\Band neutrophil_0506.jpeg,Band neutrophil,7.2
main\Band neutrophil\Band neutrophil_0507.jpeg,Band neutrophil,7.6
main\Band neutrophil\Band neutrophil_0508.jpeg,Band neutrophil,7.6
main\Band neutrophil\Band neutrophil_0509.jpeg,Band neutrophil,7.6
main\Band neutrophil\Band neutrophil_0510.jpeg,Band neutrophil,7.6
main\Band neutrophil\Band neutrophil_0511.jpeg,Band neutrophil,7.6
main\Band neutrophil\Band neutrophil_0512.jpeg,Band neutrophil,7.6
main\Band neutrophil\Band neutrophil_0513.jpeg,Band neutrophil,7.6
main\Band neutrophil\Band neutrophil_0514.jpeg,Band neutrophil,8.1
main\Band neutrophil\Band neutrophil_0515.jpeg,Band neutrophil,8.1
main\Band neutrophil\Band neutrophil_0516.jpeg,Band neutrophil,8.1
main\Band neutrophil\Band neutrophil_0517.jpeg,Band neutrophil,8.1
main\Band neutrophil\Band neutrophil_0518.jpeg,Band neutrophil,8.1
main\Band neutrophil\Band neutrophil_0519.jpeg,Band neutrophil,8.1
main\Band neutrophil\Band neutrophil_0520.jpeg,Band neutrophil,8.6
main\Band neutrophil\Band neutrophil_0521.jpeg,Band neutrophil,8.6
main\Band neutrophil\Band neutrophil_0522.jpeg,Band neutrophil,8.6
main\Band neutrophil\Band neutrophil_0523.jpeg,Band neutrophil,8.6
main\Band neutrophil\Band neutrophil_0524.jpeg,Band neutrophil,9.1
main\Band neutrophil\Band neutrophil_0525.jpeg,Band neutrophil,9.1
main\Band neutrophil\Band neutrophil_0526.jpeg,Band neutrophil,9.1
main\Band neutrophil\Band neutrophil_0527.jpeg,Band neutrophil,9.1
main\Band neutrophil\Band neutrophil_0528.jpeg,Band neutrophil,9.1
main\Band neutrophil\Band neutrophil_0529.jpeg,Band neutrophil,9.1
main\Band neutrophil\Band neutrophil_0530.jpeg,Band neutrophil,9.1
main\Band neutrophil\Band neutrophil_0531.jpeg,Band neutrophil,9.1
main\Band neutrophil\Band neutrophil_0532.jpeg,Band neutrophil,9.5
main\Band neutrophil\Band neutrophil_0533.jpeg,Band neutrophil,9.5
main\Band neutrophil\Band neutrophil_0534.jpeg,Band neutrophil,9.5
main\Band neutrophil\Band neutrophil_0535.jpeg,Band neutrophil,9.5
main\Band neutrophil\Band neutrophil_0536.jpeg,Band neutrophil,9.5
main\Band neutrophil\Band neutrophil_0537.jpeg,Band neutrophil,9.5
main\Band neutrophil\Band neutrophil_0538.jpeg,Band neutrophil,9.5
main\Band neutrophil\Band neutrophil_0539.jpeg,Band neutrophil,9.5
main\Band neutrophil\Band neutrophil_0540.jpeg,Band neutrophil,9.5
main\Band neutrophil\Band neutrophil_0541.jpeg,Band neutrophil,10
main\Band neutrophil\Band neutrophil_0542.jpeg,Band neutrophil,11.5
main\Band neutrophil\Band neutrophil_0543.jpeg,Band neutrophil,12
main\Band neutrophil\Band neutrophil_0544.jpeg,Band neutrophil,7.2
main\Band neutrophil\Band neutrophil_0545.jpeg,Band neutrophil,7.6
main\Band neutrophil\Band neutrophil_0546.jpeg,Band neutrophil,8.6
main\Band neutrophil\Band neutrophil_0547.jpeg,Band neutrophil,8.6
main\Band neutrophil\Band neutrophil_0548.jpeg,Band neutrophil,9.5
main\Band neutrophil\Band neutrophil_0549.jpeg,Band neutrophil,9.5
main\Band neutrophil\Band neutrophil_0550.jpeg,Band neutrophil,9.5
main\Band neutrophil\Band neutrophil_0551.jpeg,Band neutrophil,11
main\Band neutrophil\Band neutrophil_0552.jpeg,Band neutrophil,12.4
main\Band neutrophil\Band neutrophil_0553.jpeg,Band neutrophil,12.4
main\Band neutrophil\Band neutrophil_0554.jpeg,Band neutrophil,12.4
main\Band neutrophil\Band neutrophil_0555.jpeg,Band neutrophil,13
main\Band neutrophil\Band neutrophil_0556.jpeg,Band neutrophil,13.4
main\Band neutrophil\Band neutrophil_0557.jpeg,Band neutrophil,13.9
main\Band neutrophil\Band neutrophil_0558.jpeg,Band neutrophil,14.4
main\Band neutrophil\Band neutrophil_0559.jpeg,Band neutrophil,15.8
main\Band neutrophil\Band neutrophil_0560.jpeg,Band neutrophil,15.8
main\Band neutrophil\Band neutrophil_0561.jpeg,Band neutrophil,15.8
main\Band neutrophil\Band neutrophil_0562.jpeg,Band neutrophil,16.3
main\Band neutrophil\Band neutrophil_0563.jpeg,Band neutrophil,18.2
main\Band neutrophil\Band neutrophil_0564.jpeg,Band neutrophil,9.1
main\Band neutrophil\Band neutrophil_0565.jpeg,Band neutrophil,13.9
main\Band neutrophil\Band neutrophil_0566.jpeg,Band neutrophil,14.4
main\Band neutrophil\Band neutrophil_0567.jpeg,Band neutrophil,16.3
main\Band neutrophil\Band neutrophil_0568.jpeg,Band neutrophil,18.2
main\Band neutrophil\Band neutrophil_0569.jpeg,Band neutrophil,10
main\Band neutrophil\Band neutrophil_0570.jpeg,Band neutrophil,10
main\Band neutrophil\Band neutrophil_0571.jpeg,Band neutrophil,10
main\Band neutrophil\Band neutrophil_0572.jpeg,Band neutrophil,10
main\Band neutrophil\Band neutrophil_0573.jpeg,Band neutrophil,10
main\Band neutrophil\Band neutrophil_0574.jpeg,Band neutrophil,10
main\Band neutrophil\Band neutrophil_0575.jpeg,Band neutrophil,10
main\Band neutrophil\Band neutrophil_0576.jpeg,Band neutrophil,10.6
main\Band neutrophil\Band neutrophil_0577.jpeg,Band neutrophil,10.6
main\Band neutrophil\Band neutrophil_0578.jpeg,Band neutrophil,10.6
main\Band neutrophil\Band neutrophil_0579.jpeg,Band neutrophil,10.6
main\Band neutrophil\Band neutrophil_0580.jpeg,Band neutrophil,10.6
main\Band neutrophil\Band neutrophil_0581.jpeg,Band neutrophil,10.6
main\Band neutrophil\Band neutrophil_0582.jpeg,Band neutrophil,10.6
main\Band neutrophil\Band neutrophil_0583.jpeg,Band neutrophil,10.6
main\Band neutrophil\Band neutrophil_0584.jpeg,Band neutrophil,10.6
main\Band neutrophil\Band neutrophil_0585.jpeg,Band neutrophil,10.6
main\Band neutrophil\Band neutrophil_0586.jpeg,Band neutrophil,10.6
main\Band neutrophil\Band neutrophil_0587.jpeg,Band neutrophil,11
main\Band neutrophil\Band neutrophil_0588.jpeg,Band neutrophil,11
main\Band neutrophil\Band neutrophil_0589.jpeg,Band neutrophil,11
main\Band neutrophil\Band neutrophil_0590.jpeg,Band neutrophil,11
main\Band neutrophil\Band neutrophil_0591.jpeg,Band neutrophil,11
main\Band neutrophil\Band neutrophil_0592.jpeg,Band neutrophil,11
main\Band neutrophil\Band neutrophil_0593.jpeg,Band neutrophil,11
main\Band neutrophil\Band neutrophil_0594.jpeg,Band neutrophil,11
main\Band neutrophil\Band neutrophil_0595.jpeg,Band neutrophil,11
main\Band neutrophil\Band neutrophil_0596.jpeg,Band neutrophil,11
main\Band neutrophil\Band neutrophil_0597.jpeg,Band neutrophil,11.5
main\Band neutrophil\Band neutrophil_0598.jpeg,Band neutrophil,11.5
main\Band neutrophil\Band neutrophil_0599.jpeg,Band neutrophil,11.5
main\Band neutrophil\Band neutrophil_0600.jpeg,Band neutrophil,11.5
main\Band neutrophil\Band neutrophil_0601.jpeg,Band neutrophil,11.5
main\Band neutrophil\Band neutrophil_0602.jpeg,Band neutrophil,12
main\Band neutrophil\Band neutrophil_0603.jpeg,Band neutrophil,12
main\Band neutrophil\Band neutrophil_0604.jpeg,Band neutrophil,12
main\Band neutrophil\Band neutrophil_0605.jpeg,Band neutrophil,12
main\Band neutrophil\Band neutrophil_0606.jpeg,Band neutrophil,12.4
main\Band neutrophil\Band neutrophil_0607.jpeg,Band neutrophil,12.4
main\Band neutrophil\Band neutrophil_0608.jpeg,Band neutrophil,13
main\Band neutrophil\Band neutrophil_0609.jpeg,Band neutrophil,13
main\Band neutrophil\Band neutrophil_0610.jpeg,Band neutrophil,13
main\Band neutrophil\Band neutrophil_0611.jpeg,Band neutrophil,13.4
